[2021-10-17 11:42:21,875] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-17 17:23:50,977] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:8000
[2021-10-18 18:50:06,259] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:50:21,923] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:50:44,142] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:50:44,145] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/ HTTP/1.1" 200 691
[2021-10-18 18:51:15,267] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:51:15,268] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/ HTTP/1.1" 200 691
[2021-10-18 18:51:35,981] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:51:35,982] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/ HTTP/1.1" 200 691
[2021-10-18 18:52:06,604] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:52:06,605] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /users/ HTTP/1.1" 200 691
[2021-10-18 18:53:53,264] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:53:53,265] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 28
[2021-10-18 18:54:11,171] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 18:54:11,172] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 28
[2021-10-18 19:03:07,998] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:03:07,999] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 28
[2021-10-18 19:03:16,329] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:03:16,331] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 28
[2021-10-18 19:08:58,520] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:08:58,521] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfis&password=987654321 HTTP/1.1" 401 38
[2021-10-18 19:09:28,831] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:09:28,833] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfis&password=987654321 HTTP/1.1" 401 38
[2021-10-18 19:09:33,736] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:09:33,738] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 28
[2021-10-18 19:10:12,629] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:10:12,630] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=9876543 HTTP/1.1" 401 38
[2021-10-18 19:15:17,009] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:15:17,011] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=9876543 HTTP/1.1" 401 126
[2021-10-18 19:15:33,542] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:15:33,543] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 126
[2021-10-18 19:15:49,833] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:15:49,835] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 126
[2021-10-18 19:16:20,073] DEBUG in urllib3.connectionpool: Starting new HTTP connection (1): localhost:5000
[2021-10-18 19:16:20,075] DEBUG in urllib3.connectionpool: http://localhost:5000 "GET /login?username=fishyfish&password=987654321 HTTP/1.1" 200 126
